MP Name,composite_risk_rank,composite_risk_score,risk_band,is_flagged_composite,constituency_proxy,top_vendor,is_ghost_work_flagged,true_label,top_shap_drivers,num_works,anomaly_score_mean,anomaly_score_max,anomaly_flag_rate,cost_deviation_pct_mean,cost_deviation_pct_max,sor_match_confidence_mean,duplicate_score_mean,duplicate_score_max,duplicate_flag_rate,duplicate_group_size_max,injected_anomaly_frac,ghost_work_rate,constituency_proxy_state,constituency_proxy_district,num_months,deviation_flag_rate,residual_pct_mean,residual_pct_max,total_actual_amount,num_primary_vendors,collusion_score_mean,collusion_score_max,flagged_vendor_rate,any_flagged_vendor,top_vendor_total_amount,top_vendor_collusion_score,top_vendor_is_flagged_collusion,target_high_risk,driver_1_feature,driver_1_shap,driver_2_feature,driver_2_shap,driver_3_feature,driver_3_shap,composite_risk_score_raw_oof,composite_risk_score_in_sample,decision_threshold,is_flagged_capacity,risk_percentile,label_agreement
Ravi Shankar Prasad,35,1.0,Critical,1,"PATNA SAHIB, Bihar",ASSISTANT ENGINEER DIGHA,1.0,1,cost_deviation_pct_mean (+4.387); collusion_score_max (+0.277); cost_deviation_pct_max (-0.232),60,0.1141942152404161,0.2172800430833032,0.1333333333333333,0.28356,2.9645,0.8354166666666667,0.5033644826808845,0.8583945455509584,0.6666666666666666,15.0,0.15,0.6666666666666666,Bihar,PATNA SAHIB,25,0.08,0.8022293052686625,2.904329651175794,56647683.0,1,0.6901170724700136,0.6901170724700136,1.0,1.0,59398853.0,0.6901170724700136,1.0,1,cost_deviation_pct_mean,4.38685,collusion_score_max,0.27740702,cost_deviation_pct_max,-0.2316761,0.9850918451944987,0.99157155,0.5,1,0.9575113808801214,agree
Shri Ryaga Krishnaiah (2024-28),36,1.0,Critical,1,"Sitting Rajya Sabha, Andhra Pradesh",SRI NELCO ENTERPRISES,0.0,1,cost_deviation_pct_mean (+4.321); num_works (-0.580); cost_deviation_pct_max (-0.253),30,0.1268653652376487,0.2168526905097283,0.1,0.25834,2.9658,0.8440333333333334,0.0,0.0,0.0,1.0,0.1,0.0,Andhra Pradesh,Sitting Rajya Sabha,20,0.0,0.7454618834211991,3.2779209956201547,61002205.0,10,0.6244700316023846,0.6861398405516053,0.3,1.0,31846758.0,0.6861398405516053,1.0,1,cost_deviation_pct_mean,4.320743,num_works,-0.5802016,cost_deviation_pct_max,-0.25323477,0.9846842885017395,0.98130333,0.5,1,0.9575113808801214,agree
KALI CHARAN SINGH,37,1.0,Critical,1,"CHATRA, Jharkhand",District Engineer,1.0,1,cost_deviation_pct_mean (+4.242); num_months (-0.179); sor_match_confidence_mean (-0.163),75,0.1843334829810962,0.220883984981614,0.0266666666666666,0.1896866666666666,2.6337,0.8610133333333333,0.6289959427452089,0.8242180757522583,0.8133333333333334,71.0,0.1066666666666666,0.8133333333333334,Jharkhand,CHATRA,15,0.0,0.6504843043775087,2.100959131698133,51084747.0,7,0.5998177476118653,0.6671218487394959,0.2857142857142857,1.0,28661363.0,0.6283873805932629,0.0,1,cost_deviation_pct_mean,4.2419496,num_months,-0.17928013,sor_match_confidence_mean,-0.16303799,0.984439472357432,0.98586106,0.5,1,0.9575113808801214,agree
AVIMANYU SETHI,38,1.0,Critical,1,"BHADRAK, Odisha",Amiya Ku Das,1.0,1,cost_deviation_pct_mean (+4.277); num_works (-0.487); sor_match_confidence_mean (+0.353),27,0.1667098252242987,0.2171755376750749,0.074074074074074,0.3337555555555556,2.8749,0.867925925925926,0.2064668165842691,0.7185945837497711,0.2962962962962963,16.0,0.1481481481481481,0.2962962962962963,Odisha,BHADRAK,17,0.0,0.7073291531956978,3.687083932842816,23316575.0,51,0.5022793607136168,0.6186750341162106,0.0,0.0,2000000.0,0.6186750341162106,0.0,1,cost_deviation_pct_mean,4.2771096,num_works,-0.4874506,sor_match_confidence_mean,0.35282153,0.9839983582496643,0.97889256,0.5,1,0.9575113808801214,agree
Anto Antony,39,1.0,Critical,1,"PATHANAMTHITTA, Kerala",M S Communication,1.0,1,cost_deviation_pct_mean (+4.393); collusion_score_max (+0.204); sor_match_confidence_mean (-0.165),60,0.1731962432449984,0.2192639598536235,0.0666666666666666,0.2104866666666666,2.8358,0.8611333333333333,0.6707462743342604,0.8370748572349548,0.85,188.0,0.1,0.85,Kerala,PATHANAMTHITTA,20,0.0,0.7153574110459047,3.069610539745219,26984855.0,11,0.4302273706685471,0.6886913739854916,0.0909090909090909,1.0,29660676.0,0.6886913739854916,1.0,1,cost_deviation_pct_mean,4.392722,collusion_score_max,0.20445019,sor_match_confidence_mean,-0.16537139,0.9836523731549581,0.98977727,0.5,1,0.9575113808801214,agree
Shri Sandosh Kumar P (2022-28),40,1.0,Critical,1,"Sitting Rajya Sabha, Kerala",JAMES K M,0.0,1,cost_deviation_pct_mean (+4.208); num_works (-0.496); sor_match_confidence_mean (+0.419),29,0.1380692815169819,0.2076742744311142,0.1034482758620689,0.2513172413793103,2.6092,0.8755862068965518,0.0,0.0,0.0,1.0,0.1034482758620689,0.0,Kerala,Sitting Rajya Sabha,25,0.0,0.7819624179583514,2.3136599658600976,55957933.0,30,0.443908610452728,0.6175168785462903,0.0,0.0,4352980.0,0.6149850966027437,0.0,1,cost_deviation_pct_mean,4.208475,num_works,-0.49564677,sor_match_confidence_mean,0.41869718,0.9825604557991028,0.9854307,0.5,1,0.9575113808801214,agree
Shri Devendra Pratap Singh (2024-30),41,1.0,Critical,1,"Sitting Rajya Sabha, Chhattisgarh",Maruti Suzuki India Limited,0.0,1,cost_deviation_pct_mean (+3.830); num_works (+1.210); total_actual_amount (-0.200),3,-0.0420081290177554,0.201525924348004,0.6666666666666666,0.9715333333333334,2.7507,0.835,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,Chhattisgarh,Sitting Rajya Sabha,15,0.0666666666666666,1.5120937954999116,9.495669082899168,8275468.0,10,0.5967082345758816,0.6638978668390433,0.1,1.0,6018784.0,0.6638978668390433,1.0,1,cost_deviation_pct_mean,3.829931,num_works,1.2100393,total_actual_amount,-0.20015755,0.9824382265408834,0.9868195,0.5,1,0.9575113808801214,agree
ADITYA YADAV,42,1.0,Critical,1,"BADAUN, Uttar Pradesh",Jagdish Narayan,1.0,1,cost_deviation_pct_mean (+4.485); cost_deviation_pct_max (-0.134); anomaly_score_max (-0.123),41,0.1586867168175397,0.2184053820755341,0.0975609756097561,0.194790243902439,2.8967,0.8529024390243902,0.2539660617346695,0.8024079613685607,0.3414634146341463,15.0,0.0975609756097561,0.3414634146341463,Uttar Pradesh,BADAUN,22,0.0909090909090909,0.5715394117468797,2.295306251030241,90991162.0,8,0.5906344268476621,0.6662868993751346,0.375,1.0,28535541.0,0.6662868993751346,1.0,1,cost_deviation_pct_mean,4.4852033,cost_deviation_pct_max,-0.1339081,anomaly_score_max,-0.123306155,0.9820938309033712,0.99013174,0.5,1,0.9575113808801214,agree
K. C VENUGOPAL,43,1.0,Critical,1,"ALAPPUZHA, Kerala",Multiline Ventures,1.0,1,cost_deviation_pct_mean (+4.532); num_works (-0.400); cost_deviation_pct_max (+0.166),37,0.1499498279707016,0.2189178702868598,0.081081081081081,0.2713891891891892,2.4446,0.8595945945945946,0.3966951696028483,0.7897674128894513,0.5405405405405406,25.0,0.1891891891891892,0.5405405405405406,Kerala,ALAPPUZHA,18,0.0,0.7374821580374906,2.4938916092588976,44331588.0,16,0.4043702416864181,0.6907796451914099,0.0625,1.0,13914897.0,0.6907796451914099,1.0,1,cost_deviation_pct_mean,4.531915,num_works,-0.4001547,cost_deviation_pct_max,0.1664499,0.9820818503697714,0.98426473,0.5,1,0.9575113808801214,agree
Prof Sougata Ray,44,1.0,Critical,1,"DUM DUM, West Bengal",APRJ Constructions Private Limited,0.0,1,cost_deviation_pct_mean (+3.163); num_works (+1.154); cost_deviation_pct_max (+0.678),13,0.146030613280971,0.2213759447106881,0.1538461538461538,0.1865538461538461,1.7907,0.8926153846153846,0.0,0.0,0.0,1.0,0.0769230769230769,0.0,West Bengal,DUM DUM,18,0.0555555555555555,0.9792803742180644,4.418323392303091,14046615.0,13,0.5703109547566562,0.6500834949364361,0.0769230769230769,1.0,5000000.0,0.6500834949364361,1.0,1,cost_deviation_pct_mean,3.1628277,num_works,1.1537683,cost_deviation_pct_max,0.67837316,0.981257418791453,0.99389607,0.5,1,0.9575113808801214,agree
Shri Amar Pal Maurya (2024-30),45,1.0,Critical,1,"Sitting Rajya Sabha, Uttar Pradesh",NARAYAN MARBLES,0.0,1,cost_deviation_pct_mean (+3.933); num_works (-0.829); cost_deviation_pct_max (+0.440),18,0.0529214251450858,0.174290769163946,0.2777777777777778,0.2159666666666666,2.3221,0.916111111111111,0.0,0.0,0.0,1.0,0.1111111111111111,0.0,Uttar Pradesh,Sitting Rajya Sabha,19,0.0526315789473684,0.635910722045284,2.667697283137739,26365566.0,12,0.5671989094783213,0.641962041226747,0.0,0.0,14989958.0,0.6146044315161963,0.0,1,cost_deviation_pct_mean,3.9333425,num_works,-0.82862693,cost_deviation_pct_max,0.44004866,0.9810173312822977,0.98188525,0.5,1,0.9575113808801214,agree
Shri Mukul Wasnik (2022-28),46,1.0,Critical,1,"Sitting Rajya Sabha, Rajasthan",mahesh construction company,0.0,1,cost_deviation_pct_mean (+4.569); collusion_score_max (+0.255); collusion_score_mean (-0.217),94,0.1054562806711812,0.2185974874871475,0.1063829787234042,0.2190553191489361,2.8493,0.8515744680851064,0.0,0.0,0.0,1.0,0.1276595744680851,0.0,Rajasthan,Sitting Rajya Sabha,39,0.0256410256410256,0.3718523878380241,1.615271925756013,114656779.01,170,0.3112555610479486,0.6787994685053509,0.0235294117647058,1.0,6994448.0,0.6787994685053509,1.0,1,cost_deviation_pct_mean,4.5688214,collusion_score_max,0.25467294,collusion_score_mean,-0.21701252,0.9800184766451517,0.9879367,0.5,1,0.9575113808801214,agree
Sanjay Uttamrao Deshmukh,47,1.0,Critical,1,"YAVATMAL-WASHIM, Maharashtra",Shriyog Electricals,0.0,1,cost_deviation_pct_mean (+4.012); num_works (-0.493); sor_match_confidence_mean (+0.386),23,0.1481301613270711,0.2159023944012951,0.1304347826086956,0.329895652173913,2.3789,0.8714782608695653,0.0,0.0,0.0,1.0,0.1739130434782608,0.0,Maharashtra,YAVATMAL-WASHIM,17,0.0,0.9437365318008728,3.318967284284544,24518118.0,24,0.5369447137829491,0.6481693959635135,0.0,0.0,3936386.0,0.6481693959635135,0.0,1,cost_deviation_pct_mean,4.0121565,num_works,-0.49305025,sor_match_confidence_mean,0.38640308,0.9791887799898783,0.9837578,0.5,1,0.9575113808801214,agree
Amol Ramsing Kolhe,48,1.0,Critical,1,"SHIRUR, Maharashtra",SHRI YASHWANTRAYA MAJUR SAHAKARI SANSTHA MARYADIT,1.0,1,cost_deviation_pct_mean (+2.321); num_works (+1.111); cost_deviation_pct_max (+0.531),15,0.1672336126337199,0.2005969642208565,0.0666666666666666,0.16752,2.3237,0.8643333333333333,0.4044599325341683,0.7900882773399353,0.5333333333333333,26.0,0.0666666666666666,0.5333333333333333,Maharashtra,SHIRUR,20,0.05,0.8601740780665558,3.212385821676186,21557613.0,15,0.589396741602624,0.6428795877325288,0.0,0.0,3498057.0,0.6065889176183294,0.0,1,cost_deviation_pct_mean,2.321293,num_works,1.1105238,cost_deviation_pct_max,0.5311077,0.9790425499280294,0.9843174,0.5,1,0.9575113808801214,agree
G. KUMAR NAIK,49,1.0,Critical,1,"RAICHUR, Karnataka",CASHUTEC Nirmithi Kendra,1.0,1,cost_deviation_pct_mean (+1.629); num_works (+1.191); cost_deviation_pct_max (+0.748),9,0.1178887210630888,0.2234763763784681,0.2222222222222222,0.1524333333333333,1.0845,0.780888888888889,0.6298944635244053,0.8439674191474914,0.7777777777777778,3.0,0.1111111111111111,0.7777777777777778,Karnataka,RAICHUR,20,0.05,0.8006529011765167,3.4035973089727003,24271564.0,15,0.5249995810289928,0.6562262084320908,0.1333333333333333,1.0,7875000.0,0.6562262084320908,1.0,1,cost_deviation_pct_mean,1.6285601,num_works,1.1910521,cost_deviation_pct_max,0.747898,0.9782519737879435,0.98257345,0.5,1,0.9575113808801214,agree
K RADHAKRISHNAN,50,1.0,Critical,1,"ALATHUR, Kerala",MUHAMMED MA,1.0,1,cost_deviation_pct_mean (+2.385); num_works (+1.145); cost_deviation_pct_max (+0.641),15,0.124942048314659,0.222471091451143,0.0666666666666666,0.1679066666666666,1.9177,0.8433333333333334,0.1346054641441463,0.7008279546365439,0.2,2.0,0.0666666666666666,0.2,Kerala,ALATHUR,18,0.0,0.8304156221749035,1.734100842776541,28066021.0,20,0.451028199741435,0.6565736551030669,0.05,1.0,4537516.0,0.6437199238669826,0.0,1,cost_deviation_pct_mean,2.385427,num_works,1.1451648,cost_deviation_pct_max,0.6412061,0.9782088994979858,0.98431814,0.5,1,0.9575113808801214,agree
DR. LATA WANKHEDE,51,1.0,Critical,1,"SAGAR, Madhya Pradesh",MANISH FEBRICATION,1.0,1,cost_deviation_pct_mean (+4.776); anomaly_score_max (+0.303); residual_pct_max (-0.226),103,0.1364949215299697,0.2234763763784681,0.0679611650485436,0.1965378640776699,2.9493,0.844621359223301,0.723000889829193,0.8680000119209289,0.912621359223301,99.0,0.087378640776699,0.912621359223301,Madhya Pradesh,SAGAR,26,0.0,0.4895440361453095,1.2350612720925895,100520853.0,95,0.3942704612209256,0.6602034403504992,0.0210526315789473,1.0,16518942.0,0.6574238669826905,1.0,1,cost_deviation_pct_mean,4.775944,anomaly_score_max,0.30349338,residual_pct_max,-0.22555843,0.9771316250165304,0.9832623,0.5,1,0.9575113808801214,agree
GM Harish Balayogi,52,1.0,Critical,1,"AMALAPURAM, Andhra Pradesh",SRI SAI SAMHITA CONSTRUCTIONS,1.0,1,cost_deviation_pct_mean (+4.622); residual_pct_max (-0.214); cost_deviation_pct_max (-0.204),41,0.166049456996904,0.220189049046339,0.0975609756097561,0.2371975609756097,2.9509,0.8430975609756097,0.3609390519366159,0.8368043538722528,0.4878048780487805,25.0,0.0975609756097561,0.4878048780487805,Andhra Pradesh,AMALAPURAM,20,0.0,0.8143289727693813,1.419129321396312,54891857.0,27,0.513287000460203,0.6641950369891547,0.037037037037037,1.0,11586983.0,0.6641950369891547,1.0,1,cost_deviation_pct_mean,4.6222587,residual_pct_max,-0.2138441,cost_deviation_pct_max,-0.20373926,0.9766950805981954,0.98681134,0.5,1,0.9575113808801214,agree
CHHATRAPATI SHAHU SHAHAJI,53,1.0,Critical,1,"KOLHAPUR, Maharashtra",Kshatriya Constructions,1.0,1,cost_deviation_pct_mean (+4.165); num_works (-0.538); cost_deviation_pct_max (+0.523),22,0.1491939967713662,0.2026955002331184,0.0454545454545454,0.2012318181818182,2.0651,0.854,0.2280470650547141,0.7680000119209289,0.3181818181818182,25.0,0.0909090909090909,0.3181818181818182,Maharashtra,KOLHAPUR,16,0.0625,0.6343471066081308,1.855955370870807,33696592.0,26,0.5506533185266217,0.6210380305968541,0.0,0.0,2986089.0,0.6210380305968541,0.0,1,cost_deviation_pct_mean,4.1651187,num_works,-0.53813905,cost_deviation_pct_max,0.52332026,0.9750591715176901,0.97703016,0.5,1,0.9575113808801214,agree
AMAR SHARADRAO KALE,54,1.0,Critical,1,"WARDHA, Maharashtra",President Pragati Majoor Sahakari Sanstha Ltd,1.0,1,cost_deviation_pct_mean (+4.482); num_works (-0.477); residual_pct_max (-0.164),29,0.1575463286216895,0.2169975818217202,0.0689655172413793,0.2987896551724138,2.6033,0.8375172413793104,0.3626346354103124,0.7690834688788498,0.5172413793103449,7.0,0.1379310344827586,0.5172413793103449,Maharashtra,WARDHA,16,0.0,0.6119967858423313,1.050567316922683,31855968.0,14,0.5839438339438339,0.6463738059326294,0.0,0.0,5610761.0,0.6463738059326294,0.0,1,cost_deviation_pct_mean,4.48229,num_works,-0.47721222,residual_pct_max,-0.1643363,0.9750563502311707,0.9807283,0.5,1,0.9575113808801214,agree
Smt Aparajita Sarangi,55,1.0,Critical,1,"BHUBANESWAR, Odisha",Subhasmita Sahoo,1.0,1,cost_deviation_pct_mean (+4.421); collusion_score_max (+0.244); residual_pct_mean (-0.147),47,0.0717951284746846,0.2148196797467757,0.1276595744680851,0.2141085106382979,2.5613,0.8448510638297873,0.7246130535351357,0.8609472682211134,0.9148936170212766,124.0,0.1063829787234042,0.9148936170212766,Odisha,BHUBANESWAR,18,0.0555555555555555,1.0372038731503144,8.557242093280923,32303960.0,36,0.4543647052838229,0.6753052503052503,0.0277777777777777,1.0,4906516.0,0.6753052503052503,1.0,1,cost_deviation_pct_mean,4.4209895,collusion_score_max,0.24385646,residual_pct_mean,-0.14660892,0.9749853412310282,0.9863382,0.5,1,0.9575113808801214,agree
Smt. Maya Naroliya (2024-30),56,1.0,Critical,1,"Sitting Rajya Sabha, Madhya Pradesh",GRAM PANCHAYAT KADAIYASHAH,0.0,1,cost_deviation_pct_mean (+4.683); num_works (-0.763); collusion_score_max (+0.216),16,0.1406220733031144,0.2101413873994264,0.125,0.3430499999999999,2.6691,0.8501875,0.0,0.0,0.0,1.0,0.1875,0.0,Madhya Pradesh,Sitting Rajya Sabha,24,0.0,0.4673994608667434,0.9982074692096732,70791767.0,61,0.4363538689961062,0.6779160382101559,0.0327868852459016,1.0,12940000.0,0.6779160382101559,1.0,1,cost_deviation_pct_mean,4.6832647,num_works,-0.76306176,collusion_score_max,0.21576495,0.974025547504425,0.97633433,0.5,1,0.9575113808801214,agree
Mahendra Singh Solanky,57,1.0,Critical,1,"DEWAS, Madhya Pradesh",CEO Bagli,1.0,1,cost_deviation_pct_mean (+1.697); num_works (+1.182); cost_deviation_pct_max (+0.737),10,0.1739766374971782,0.2121387955054029,0.0,0.15418,1.2031,0.8399000000000001,0.5857210111724878,0.7642686649958292,0.8,42.0,0.1,0.8,Madhya Pradesh,DEWAS,25,0.04,0.418959211290991,1.2043192148149002,42062417.0,27,0.5106384719129817,0.66944534223946,0.074074074074074,1.0,7619342.0,0.6214177978883861,0.0,1,cost_deviation_pct_mean,1.6969317,num_works,1.1816344,cost_deviation_pct_max,0.73665565,0.9732447266578674,0.97283584,0.5,1,0.9575113808801214,agree
Shri Sanjay Singh (2024-30),58,0.9375,Critical,1,"Sitting Rajya Sabha, Delhi",Delight Trading Company,0.0,0,cost_deviation_pct_mean (+3.623); num_works (-0.901); cost_deviation_pct_max (-0.536),17,0.1592111217055216,0.2181366106386485,0.0588235294117647,0.2139647058823529,2.9755,0.8474117647058824,0.0,0.0,0.0,1.0,0.0588235294117647,0.0,Delhi,Sitting Rajya Sabha,18,0.0555555555555555,1.037229344615798,3.2596259865263506,17660934.0,11,0.5899563671622495,0.6607861093155212,0.1818181818181818,1.0,5317094.0,0.6607861093155212,1.0,0,cost_deviation_pct_mean,3.623448,num_works,-0.90096277,cost_deviation_pct_max,-0.53597814,0.9728463292121887,0.69642663,0.5,1,0.9021244309559939,false_positive
Khagen Murmu,59,0.9375,Critical,1,"MALDAHA UTTAR, West Bengal",VENTURE SPECTACULAR,0.0,1,cost_deviation_pct_mean (+1.539); num_works (+1.123); cost_deviation_pct_max (+0.810),7,0.1553705588008647,0.2049763642650418,0.0,0.1665571428571428,0.9131,0.8697142857142858,0.0,0.0,0.0,1.0,0.1428571428571428,0.0,West Bengal,MALDAHA UTTAR,12,0.0,1.1075022990964412,2.5402157691095097,6003169.0,4,0.6315884687208216,0.6575333979745744,0.25,1.0,2837615.0,0.5839932126696833,0.0,1,cost_deviation_pct_mean,1.5389622,num_works,1.1227918,cost_deviation_pct_max,0.8104698,0.9720688462257385,0.9754852,0.5,1,0.9021244309559939,agree
Shri Rwngwra Narzary (2022-28),60,0.9375,Critical,1,"Sitting Rajya Sabha, Assam",MS Dwithun Basumatary Enterprise,0.0,1,cost_deviation_pct_mean (+4.367); num_works (-0.865); anomaly_flag_rate (-0.372),17,0.1356697670558876,0.2177148085143118,0.0588235294117647,0.2345294117647058,2.7849,0.8481764705882353,0.0,0.0,0.0,1.0,0.1176470588235294,0.0,Assam,Sitting Rajya Sabha,30,0.0333333333333333,0.644908718423692,2.665266747486091,119812440.0,68,0.4937107346709423,0.6784601019895138,0.0588235294117647,1.0,18599296.0,0.6784601019895138,1.0,1,cost_deviation_pct_mean,4.36748,num_works,-0.8653687,anomaly_flag_rate,-0.37213066,0.9720179438591003,0.967628,0.5,1,0.9021244309559939,agree
IMRAN MASOOD,61,0.9375,Critical,1,"SAHARANPUR, Uttar Pradesh",AHTESHAM CONTRACTOR,1.0,1,cost_deviation_pct_mean (+4.268); collusion_score_max (+0.279); num_months (-0.212),51,0.1711173596965115,0.2207007745287763,0.0392156862745098,0.2295686274509804,2.8288,0.8197254901960784,0.4818838718062325,0.7895696098254203,0.6666666666666666,52.0,0.0784313725490196,0.6666666666666666,Uttar Pradesh,SAHARANPUR,17,0.1176470588235294,0.9921349049630098,3.256162123318555,69261651.0,12,0.5635631389307859,0.6738409466350643,0.25,1.0,14321325.0,0.6634175465057819,1.0,1,cost_deviation_pct_mean,4.268474,collusion_score_max,0.27903426,num_months,-0.21225107,0.9707943201065063,0.9776135,0.5,1,0.9021244309559939,agree
DR RAJKUMAR SANGWAN,62,0.9375,Critical,1,"BAGHPAT, Uttar Pradesh",TECHKRITI INFRATECH PVT LTD,1.0,1,cost_deviation_pct_mean (+4.084); num_works (-0.760); cost_deviation_pct_max (+0.534),16,0.1741786810086589,0.2155054614438116,0.0625,0.2595625,2.0443,0.8599375,0.3531350757234931,0.7532133451436517,0.5,3.0,0.125,0.5,Uttar Pradesh,BAGHPAT,12,0.0,0.6653067785728757,1.3138138826614034,36662976.0,7,0.566317296149229,0.6477950154420743,0.0,0.0,25014254.0,0.6477950154420743,0.0,1,cost_deviation_pct_mean,4.0843067,num_works,-0.7604859,cost_deviation_pct_max,0.5342699,0.9705782334009806,0.9675088,0.5,1,0.9021244309559939,agree
Kirti Vardhan Singh,63,0.9375,Critical,1,"GONDA, Uttar Pradesh",AMARNATH PANDEY AMARNATH PANDEY CONTRACTOR,1.0,1,cost_deviation_pct_mean (+4.619); num_works (-0.532); residual_pct_max (-0.198),35,0.1602215701960215,0.2142999266337793,0.0857142857142857,0.2621857142857143,2.6319,0.8521142857142857,0.5399458123720259,0.7680000119209289,0.7428571428571429,37.0,0.1142857142857142,0.7428571428571429,Uttar Pradesh,GONDA,21,0.0,0.6321501162225995,1.3894801286394651,71075338.0,23,0.5084051569345687,0.6608318968613086,0.1304347826086956,1.0,19104727.0,0.6608318968613086,1.0,1,cost_deviation_pct_mean,4.619128,num_works,-0.5323778,residual_pct_max,-0.19792639,0.968594471613566,0.9777696,0.5,1,0.9021244309559939,agree
Shri S.R. Sivalingam (2025-31),64,0.9375,Critical,1,"Sitting Rajya Sabha, Tamil Nadu",APU Constructions,0.0,1,cost_deviation_pct_mean (+4.561); num_works (-0.442); anomaly_score_max (-0.168),24,0.1522653776886433,0.2014223723976158,0.0833333333333333,0.2847333333333333,2.7691,0.8375,0.0,0.0,0.0,1.0,0.125,0.0,Tamil Nadu,Sitting Rajya Sabha,1,0.0,0.0,0.0,27371677.0,5,0.5979478201537025,0.6292340012928248,0.0,0.0,28998978.0,0.6135827407886232,0.0,1,cost_deviation_pct_mean,4.56094,num_works,-0.4420831,anomaly_score_max,-0.16771074,0.9666299223899841,0.9777949,0.5,1,0.9021244309559939,agree
Shri Damodar Rao Divakonda (2022-28),65,0.9375,Critical,1,"Sitting Rajya Sabha, Telangana",M Harish,0.0,1,cost_deviation_pct_mean (+4.412); anomaly_score_max (+0.332); num_works (-0.157),110,0.1225528436878858,0.2217555162880214,0.0727272727272727,0.1821609090909091,2.9184,0.8473818181818182,0.0,0.0,0.0,1.0,0.0818181818181818,0.0,Telangana,Sitting Rajya Sabha,28,0.0357142857142857,0.681769076033629,2.652567586317799,77052481.0,43,0.4832431362527121,0.663446275946276,0.0697674418604651,1.0,9695778.0,0.6450522516698987,0.0,1,cost_deviation_pct_mean,4.4117374,anomaly_score_max,0.33248985,num_works,-0.15664226,0.9661736090977987,0.99042565,0.5,1,0.9021244309559939,agree
Shri Benny Behanan,66,0.9375,Critical,1,"CHALAKUDY, Kerala",PREETILA SUGATHAN,1.0,1,cost_deviation_pct_mean (+2.197); num_works (+1.186); cost_deviation_pct_max (+0.657),13,0.1152614945596662,0.2098122565469175,0.1538461538461538,0.1635153846153846,2.1327,0.8346923076923076,0.4332361903400502,0.7325006022465974,0.6153846153846154,3.0,0.0769230769230769,0.6153846153846154,Kerala,CHALAKUDY,18,0.0,0.62832811763394,1.3300293389809552,29054612.0,12,0.4709228135698723,0.6543713639301875,0.0833333333333333,1.0,4000000.0,0.6543713639301875,1.0,1,cost_deviation_pct_mean,2.1966882,num_works,1.1862072,cost_deviation_pct_max,0.65740055,0.9653309384981791,0.9702996,0.5,1,0.9021244309559939,agree
RAHUL SINGH LODHI,67,0.9375,Critical,1,"DAMOH, Madhya Pradesh",MAHALAXMI INDUSTRIES,1.0,1,cost_deviation_pct_mean (+3.215); anomaly_score_max (+0.506); duplicate_score_max (-0.186),176,0.1672235081869399,0.2227202823462889,0.0454545454545454,0.1810028409090909,2.9721,0.8616022727272727,0.8273228682057711,0.8680000119209289,0.9886363636363636,134.0,0.0852272727272727,0.9886363636363636,Madhya Pradesh,DAMOH,26,0.0384615384615384,0.62183962111214,2.0852017778210885,72714957.0,39,0.4577769766683793,0.6670877325289091,0.0256410256410256,1.0,33171828.0,0.6373195432018961,0.0,1,cost_deviation_pct_mean,3.2145004,anomaly_score_max,0.5062695,duplicate_score_max,-0.1860244,0.9641876419385275,0.97101843,0.5,1,0.9021244309559939,agree
ABHIJIT GANGOPADHYAY,68,0.9375,Critical,1,"TAMLUK, West Bengal",MANDAL ENTERPRISE,1.0,1,cost_deviation_pct_mean (+2.975); sor_match_confidence_mean (+0.427); collusion_score_max (-0.181),74,0.1695742964000898,0.2204754244834162,0.0405405405405405,0.1681864864864865,2.9029,0.8770540540540541,0.5196336387157044,0.7984043847295347,0.7162162162162162,121.0,0.081081081081081,0.7162162162162162,West Bengal,TAMLUK,24,0.0416666666666666,0.5641329811832376,2.203689430297476,41397394.78,79,0.4066575137033066,0.6101747109100051,0.0,0.0,2646066.0,0.6101747109100051,0.0,1,cost_deviation_pct_mean,2.9754672,sor_match_confidence_mean,0.42672676,collusion_score_max,-0.18089974,0.9641024867693583,0.96701604,0.5,1,0.9021244309559939,agree
