MP Name,Top_Vendor,Vendor_Dominance_Pct,Is_Monopoly_Flag,Vendor_Is_Shell,Vendor_Is_Blacklisted,In_Cartel_Cluster,Collusion_Risk_Score,Trend_Anomaly_Score,Fund_Dump_Anomaly,Constituency,Isolation_Forest_Anomaly,Is_Ghost_Work,True_Fraud_Label,Final_Risk_Probability,Composite_Risk_Score,Primary_Risk_Driver
Smt Raksha Nikhil Khadse,GopiKrishana Majoor Sahakari Sanstha Ruikheda,50.66,False,False,False,False,0.0,0,False,RAVER,0.0,0.0,0,0.0048430096,0.48,None
Smt S Jothimani,P S STALIN,21.87,False,False,False,False,0.0,0,False,KARUR,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
Smt Sajda Ahmed,MONIMOY SINGHA ROY,14.54,False,False,False,False,0.0,0,False,ULUBERIA,0.0,0.0,0,0.0048430096,0.48,None
Smt Sandhya Ray,MP STATE AGRO INDUSTRIES DEV CORP LTD,66.0,False,False,False,False,0.0,0,False,BHIND,0.0,8.0,1,0.9970304,99.7,Is_Ghost_Work
Smt Sangeeta Kumari Singh Deo,ALOK KUMAR NAYAK,11.92,False,False,False,False,0.0,0,False,BOLANGIR,0.0,0.0,0,0.0048430096,0.48,None
Smt Satabdi Roy (Banerjee),GOODWILL COMMERCIAL,19.22,False,False,False,False,0.0,0,False,BIRBHUM,0.0,0.0,0,0.0048430096,0.48,None
Smt Supriya Sadanand Sule,SAMARTHA ENTERPRISES,7.97,False,False,False,False,0.0,0,False,BARAMATI,0.0,0.0,0,0.0048430096,0.48,None
Smt Veena Devi ,intent computer solutions,43.89,False,False,False,False,0.0,1,True,VAISHALI,0.0,1.0,1,0.9972486,99.72,Is_Ghost_Work
Smt. Adhikarimayum Sharda Devi (2026-32),Akin construction and supply,100.0,True,False,False,False,1.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Smt. Darshana Singh (2022-28),RAMJI CONSTRUCTION,28.65,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. Geeta alias Chandraprabha (2020-26),RAHISH WARSI,58.79,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. Jaya Amitabh Bachchan (2024-30),Asha Construction,45.99,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. Jebi Mather Hisham (2022-28),SML ISUZU LTD,7.63,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. Laxmi Verma (2026-32),MUKHYA KARYAPALAN ADHIKARI JANPAD PANCHAYAT PONDI UPRODA,60.0,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. Mahua Maji (2022-28),SAMEER TOPPO,35.96,False,False,True,False,1.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9967546,99.68,Is_Ghost_Work
Smt. Mamata Thakur (2024-30),Maa Laxmi Enterprise,48.78,False,False,False,False,0.0,2,True,Sitting Rajya Sabha,0.0,1818.0,1,0.9972486,99.72,Is_Ghost_Work
Smt. Maya Naroliya (2024-30),GRAM PANCHAYAT KADAIYASHAH,14.2,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. Nirmala Sitharaman (2022-28),Dharwad Research and Technology Incubator Foundation,34.9,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. P. T. Usha (2022-28),SML ISUZU LTD,7.56,False,False,False,False,0.0,0,False,Nominated Rajya Sabha,0.0,13.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. Phulo Devi Netam (2026-32),Rameshwar Gupta,40.49,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. Rajathi (2025-31),P RAMAR PANDI,38.11,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. Ranjeet Ranjan (2022-28),STARCARE ENTERPRISES LLP,17.03,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. Rekha Sharma (2024-28),XEN City DHBVN Bhiwani,14.65,False,False,False,False,0.0,1,True,Sitting Rajya Sabha,0.0,1818.0,1,0.9972486,99.72,Is_Ghost_Work
Smt. Renuka Chowdhury (2024-30),Banoth Ramdas,45.06,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. S. Phangnon Konyak (2022-28),Y C Chingkap Konyak,12.49,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. Sadhna Singh (2024-30),UNITED GROUP OF CONSTRUCTION,48.45,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. Sagarika Ghose (2024-30),KHIVRAJ MOTORS,53.36,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. Sangeeta Yadav (2022-28),HARI TARA ASSOCIATES,21.93,False,False,False,False,0.0,1,True,Sitting Rajya Sabha,0.0,1818.0,1,0.9972486,99.72,Is_Ghost_Work
Smt. Seema Dwivedi (2020-26),JAYA SRI INDUSTRIES,33.8,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. Sonia Gandhi (2024-30),NEW INDIAN CONSTRUCTION COMPANY,5.34,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. Sudha Murty (2024-30),Nirmithi kendra vijayapur,92.96,True,False,False,False,1.0,0,False,Nominated Rajya Sabha,0.0,13.0,1,0.9967546,99.68,Is_Ghost_Work
Smt. Sulata Deo (2022-28),PRAGNYA PARAMITA  SAHOO,8.94,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Smt. Sumitra Balmik (2022-28),MS MANMOHAN SINGH KSHATRI,6.07,False,False,False,False,0.0,0,False,Sitting Rajya Sabha,0.0,1818.0,1,0.9970304,99.7,Is_Ghost_Work
Sribharat MathuKumli,SHAIK SARDAR,24.26,False,False,False,False,0.0,0,False,VISAKHAPATNAM,0.0,0.0,0,0.0048430096,0.48,None
Sudip Bandyopadhyay,M SHAW,20.51,False,False,False,False,0.0,0,False,KOLKATA UTTAR,0.0,0.0,0,0.0048430096,0.48,None
Sunil Dattatray Tatkare,RASHIKA RAMBHAU DHUMAL,10.88,False,False,False,False,0.0,0,False,RAIGAD,0.0,0.0,0,0.0048430096,0.48,None
Sunil Kumar ,R K Construction,24.31,False,False,False,False,0.0,0,False,VALMIKI NAGAR,0.0,0.0,0,0.0048430096,0.48,None
Suresh Kumar Kashyap,Block Development officer Nahan,5.7,False,False,False,False,0.0,0,False,SHIMLA,0.0,0.0,0,0.0048430096,0.48,None
Swami Sachchidanandhari Sakshi ji Maharaj ,RAJESH KUMAR PAL,90.91,True,False,False,False,1.0,0,False,UNNAO,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
T Sumathy (A) Thamizhachi Thangapandian ,L N DREAMWAY CONSTRUCTION,36.73,False,False,False,False,0.0,0,False,CHENNAI SOUTH,0.0,0.0,0,0.0048430096,0.48,None
TANGELLA UDAY SRINIVAS,SRI MURALI KRISHNA CONSTRUCTIONS,32.96,False,False,False,False,0.0,0,False,KAKINADA,0.0,0.0,0,0.0048430096,0.48,None
TANUJ PUNIA,Praharsh Infrastructure,92.06,True,False,False,False,1.0,0,False,BARABANKI,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
TARIQ ANWAR,R K Construction,66.56,False,False,False,False,0.0,0,False,KATIHAR,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
THANGA TAMILSELVAN,JJ LALA PROJECTS PRIVATE LIMITED,6.28,False,False,False,False,0.0,0,False,THENI,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
THARANIVENTHAN M S,RAK INDUSTRIES,9.19,False,False,False,False,0.0,0,False,ARANI,0.0,0.0,0,0.0048430096,0.48,None
TOKHAN SAHU,RAJKUMAR TIWARI,5.68,False,False,False,False,0.0,0,False,BILASPUR,0.0,0.0,0,0.0048430096,0.48,None
TRIVENDRA SINGH RAWAT,VINDHYA SOLAR AND LIGHTING SOLUTIONS,21.3,False,False,False,False,0.0,0,False,HARDWAR,0.0,0.0,0,0.0048430096,0.48,None
Thalikkottai Rajuthevar Baalu,E SEKAR,17.21,False,False,False,False,0.0,0,False,SRIPERUMBUDUR,0.0,5.0,1,0.9970304,99.7,Is_Ghost_Work
Thiru Dayanidhi Maran,A AND A BUILDERS AND PROMOTERS,64.57,False,False,False,False,0.0,0,False,CHENNAI CENTRAL,0.0,0.0,0,0.0048430096,0.48,None
Thirumaa Valavan Thol,Arikrishnan k,7.14,False,False,False,False,0.0,0,False,CHIDAMBARAM,0.0,0.0,0,0.0048430096,0.48,None
UJJWAL RAMAN SINGH,MS VIDYARTHI CONSTRUCTION,28.47,False,False,False,False,0.0,0,False,ALLAHABAD,0.0,0.0,0,0.0048430096,0.48,None
UMMEDA RAM BENIWAL,Jasnath Computer sale and service,19.15,False,False,False,False,0.0,0,False,BARMER,0.0,3.0,1,0.9970304,99.7,Is_Ghost_Work
UTKARSH VERMA MADHUR,Shiv kumar thekedar,46.01,False,False,False,False,0.0,0,False,KHERI,0.0,2.0,1,0.9970304,99.7,Is_Ghost_Work
V S Matheswaran,Hindusthan Power Technology,37.13,False,False,False,False,0.0,0,False,NAMAKKAL,0.0,0.0,0,0.0048430096,0.48,None
V. SOMANNA,TUMKUR NIRMITHI KENDRA,52.92,False,False,False,False,0.0,0,False,TUMKUR,0.0,0.0,0,0.0048430096,0.48,None
VAMSI KRISHNA GADDAM,SVR CONSTRUCTIONS,34.71,False,False,False,False,0.0,0,False,PEDDAPALLE,0.0,0.0,0,0.0048430096,0.48,None
VARUN CHAUDHRY,T A S C Group Co op L and C Society Toba,6.78,False,False,False,False,0.0,0,False,AMBALA,0.0,0.0,0,0.0048430096,0.48,None
VIJAYLAKSHMI DEVI,Alam Brothers,84.16,True,False,False,False,1.0,0,False,SIWAN,0.0,6.0,1,0.9967546,99.68,Is_Ghost_Work
VINOD KUMAR BIND,Gandhi Construction And Supplier,46.15,False,False,False,False,0.0,0,False,BHADOHI,0.0,0.0,0,0.0048430096,0.48,None
VIRENDRA SINGH,Aaradhya Enterprises,22.85,False,False,False,False,0.0,0,False,CHANDAULI,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
VISHAL,GANESH MAJUR SAHAKARI SANSTHALTD LINGNOOR,9.23,False,False,False,False,0.0,0,False,SANGLI,0.0,0.0,0,0.0048430096,0.48,None
VISHWESHWAR HEGDE KAGERI,SHADOW_CORP_MONOPOLY,89.13,True,True,False,True,5.0,0,False,UTTARA KANNADA,0.0,0.0,1,0.10382239,10.38,Collusion_Risk_Score
VIVEK THAKUR,ASSISTANT ENGINEER LAEO SHEIKHURA BARBIGHA,71.28,True,False,False,False,1.0,0,False,NAWADA,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
Vaithilingam Ve,SHINOJ T A,16.96,False,False,False,False,0.0,0,False,Puducherry,0.0,0.0,0,0.0048430096,0.48,None
Vellalath Kochukrishnan Nair Sreekandan,VISION ELECTRICALS AND ELECTRONICS,31.2,False,False,False,False,0.0,0,False,PALAKKAD,0.0,0.0,0,0.0048430096,0.48,None
Vijay Baghel,ARHAM CONSTRUCTION,8.31,False,False,False,False,0.0,0,False,DURG,0.0,8.0,1,0.9970304,99.7,Is_Ghost_Work
Vijay Kumar Dubey,MAHI ENTERPRISES,66.84,False,False,False,False,0.0,0,False,KUSHI NAGAR,0.0,0.0,0,0.0048430096,0.48,None
Vijay Kumar Hansdak,AJIT KUMAR,49.5,False,False,False,False,0.0,0,False,RAJMAHAL,0.0,0.0,0,0.0048430096,0.48,None
Vinod Chavda,N K ENGINEERING,7.01,False,False,False,False,0.0,0,False,KACHCHH,0.0,0.0,0,0.0048430096,0.48,None
Virendra Kumar,DEEPAK KUMAR SHARMA,7.09,False,False,False,False,0.0,0,False,TIKAMGARH,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
Vishnu Dayal Ram,SITA RAM PATEL,72.44,True,False,False,False,1.0,0,False,PALAMU,0.0,0.0,0,0.018327957,1.83,Collusion_Risk_Score
Vishnu Dutt Sharma,GRAM PANCHAYAT SINGHORA,19.52,False,False,False,False,0.0,0,False,KHAJURAHO,0.0,0.0,0,0.0048430096,0.48,None
Y S Avinash Reddy,KCR CONSTRUCTIONS KADAPA,7.99,False,False,False,False,0.0,0,False,KADAPA,0.0,1.0,1,0.9970304,99.7,Is_Ghost_Work
YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,Mysore Nirmithi Kendra,63.82,False,False,False,False,0.0,0,False,MYSORE,0.0,0.0,0,0.0048430096,0.48,None
Yogendra Chandoliya,MASTER ELECTRIC STORE,29.84,False,False,False,False,0.0,0,False,NORTH WEST DELHI,0.0,0.0,0,0.0048430096,0.48,None
ZIA UR REHMAN,MK INFRATECH,68.11,False,False,False,False,0.0,0,False,SAMBHAL,0.0,0.0,0,0.0048430096,0.48,None
